age,monthly_salary,years_at_company,job_satisfaction,performance_rating,work_life_balance,overtime_hours,attrition
44,71676.00752312581,3,5.5913354241069095,2.3572913426228443,4.612762762891142,1.2300660454891386,1
31,70869.98205578684,12,7.626158291204498,3.8355964510932643,3.854825034706829,35.39745557414444,1
37,81672.19307810941,7,5.616073499669285,4.975135901512688,4.272582324511205,16.368861386459116,0
28,42988.87082675609,17,8.826454742272997,2.258515635740795,3.6693273986707733,26.345635871555828,1
55,62094.70597276261,11,4.624982499096099,3.6960701395358693,1.5023284108406427,18.86025876629219,0
55,25029.060300849473,13,9.732118099733892,4.377259456609529,4.062173478756811,17.285646644376122,0
53,34853.193991423104,1,9.390904824059898,4.663230333402689,1.8407678748753855,21.928078383969893,1
25,77682.0167311836,17,7.674423575066069,3.8717307637604073,2.293771420400787,20.26572283441847,0
59,40986.32417189346,1,3.514742957584648,2.134431693668545,4.276936848409681,17.330072098242123,1
48,43181.8240390429,10,2.1848822991393257,2.305128606275786,3.146102433573793,19.446854413878473,1
27,59834.43850899901,8,8.692331050838778,1.0830321284958568,4.439762856733637,24.2706465627171,1
29,73895.22061693079,11,2.4877205752416516,4.043543910686038,1.8521412793730567,24.978191767582945,1
28,38783.464083318075,16,8.68834710097602,1.1709584242478055,3.4311137544275487,20.433572127439295,0
32,-9616.17657520168,14,5.416885060411244,4.458609418410983,1.3351638901930465,26.209369898144388,1
54,42595.535157129765,16,4.659011054272938,1.4746424578981552,3.5722439741601186,15.759301955569136,0
53,84112.56155905675,17,9.128717009509861,1.687506048543697,4.050136151102139,42.248863809964554,1
43,66862.70102033747,5,6.434658842862501,2.9061058833289493,3.3397235759148867,34.85588608007781,1
44,86477.49607574426,16,6.18952606416746,3.9515216606749695,2.064926005995241,27.624429948316113,1
57,37363.67715734609,17,6.028893501619579,1.5560088207963108,1.1253706754354669,0.5841950616294938,1
55,27212.074646718873,7,4.3405256441757825,2.760284300265994,1.477795535857143,26.06019138854982,1
42,69250.97105295082,8,8.070787931762144,2.931405097640419,3.489211916296105,16.633629171379454,1
47,64800.45475370092,5,3.275185996141957,1.8491425666743653,4.737680867370055,10.21319268590647,1
55,66111.08640754517,4,9.450054640371475,1.462233506722527,1.8261376158880256,16.379039496951805,1
21,78659.93285301136,11,9.045866845422648,4.345683691942558,3.940104596420395,11.321652660705801,0
55,68433.6984782452,10,4.037322931074083,3.009862599051062,4.465804252996167,25.068030937595058,1
57,68112.35186280758,0,7.565173928484974,1.057524943936612,3.0835287137900442,36.159940625632274,1
34,74300.14027602281,10,6.159008750046323,4.211925205236415,3.677063183374631,28.26028791706782,1
23,70048.33264374055,18,4.038843717993111,4.923175221658339,4.260061266704593,47.62525240789586,1
21,77148.91863434811,8,9.896694831959021,3.423704781656989,2.0427006309623743,4.463875704245954,0
25,80170.41649557164,1,1.2271361126343778,3.014833548336283,2.187582697072172,14.939652955308933,0
46,90633.7760248183,11,3.27381427559158,4.513663452179847,1.0025100665138247,10.569748076576897,0
34,47016.173501926416,3,5.680666550000353,4.810067158738395,4.85237652359121,32.293683143598585,1
59,69611.24214821495,3,5.697577031307075,4.018147663609842,4.67017957838538,17.79449643021462,1
47,52593.53262805407,17,6.300397674510077,2.7818117189371514,4.058273055037722,21.89516196477254,0
29,43328.82025441466,14,7.765085548206273,3.368885597325762,1.3163040839065925,26.336855319730592,1
35,46209.193578392675,18,6.611300474673667,3.803741460071997,2.7900115587980325,5.452111494632581,0
35,69899.11035123051,12,6.402533144752333,1.7770942840072057,1.4075670158862112,13.786510367950033,1
46,68365.05109572,18,1.4816301662173896,2.788804128865752,1.0636810690511944,29.972659536979144,1
33,68008.24058476873,16,4.3887725901036845,4.31928505886914,3.464731860850389,14.519120994920804,0
52,55485.727048613335,5,3.0885016573104043,3.618901393993772,4.843317668320754,2.8635703093130793,1
59,60068.29502356821,15,3.388331004417779,2.6448162688474164,4.611472093728601,10.977371123157516,0
52,76355.053917521,11,5.989037269063104,3.6534501360587255,3.7870192597416175,17.137319463947346,1
24,30212.13880701388,18,2.795547834366476,1.4728896482898395,1.3865623366594857,21.667605198894282,1
50,60492.84196857169,4,3.6455419091520778,2.6059904422595053,2.0966561506892005,19.291866900494806,1
57,61799.122962535796,16,3.133762376656061,4.1725141518522255,2.280226907541164,13.857821580570258,1
43,75066.08538155298,0,9.536526488963753,1.882035148546592,4.052600230982245,29.393134388484693,1
59,32995.0317611435,9,9.501991589539857,1.7438460302296708,4.208996716940456,18.709390634380913,1
35,89902.67491034823,14,6.489474027364466,4.803274639665726,2.5404244919596817,22.094013619979236,1
49,64272.6084885702,10,9.3207022185871,1.8395905183449228,2.6715359864704387,14.39044022611568,1
56,65331.61093389873,12,8.072313809215359,2.0436743186006723,1.1780361571046853,35.08940264240212,1
33,51972.404853355474,4,6.309530945216279,4.878463755617352,2.156546873675044,16.083688947931392,0
52,70760.44709593688,0,1.0579169034711615,3.9388342810601027,2.8051407087105598,20.746928665932607,1
27,60959.08100566211,11,7.952646574714636,3.798386132094113,1.4679321855410303,30.349994421268804,1
42,84179.63888212931,10,7.322395074296219,4.411705535418325,2.8130698430200853,22.800422610599593,1
48,31170.115038727694,16,6.537282879541726,1.463292328947177,4.4127032490312015,22.550896964374815,1
22,63510.91659781016,3,7.843818805142245,3.8238249463200287,3.3252840789002134,0.2634449060338646,1
26,68170.24696754852,14,5.616299482972892,3.0147544373129556,1.3157194201536493,26.806350016938847,1
48,56272.552112738165,8,7.336749441892052,4.316602561136559,1.7666852753210973,20.555869402134903,1
48,51906.683533859075,19,9.41654878053844,3.0325668746607772,2.898177400634225,25.415651031725503,1
40,52740.85442062585,18,4.382245142614776,3.4809654170756485,2.4459485992872483,21.832130483688363,1
50,63492.78538735656,18,7.373096514105629,2.910968505598144,2.434908078184395,14.408424428771278,1
31,23800.82198038588,11,5.281190362098629,2.9126356942233764,3.1170697925743607,28.94307166549595,1
48,79300.29922126459,4,7.069596866325834,4.071879912247326,3.3375836863578296,21.981266112799158,1
45,50397.362646082984,9,7.866040019989277,3.514265602589133,4.187446281104764,7.106135089570902,0
59,62556.053947335655,16,1.4090725039221637,3.5330528064376416,2.3638662538499386,33.08517156346163,1
53,67342.04533576134,4,6.819403995537957,2.801129935326103,4.221865132162347,5.695204356125281,0
21,49483.892253740865,15,3.040670659662501,3.1244379853501103,2.35444491645053,29.009292342505425,1
47,57379.23186002008,6,7.030292840268101,3.982870664819149,1.2217319557649353,34.869317719302074,1
33,19295.195187489924,8,5.214971673404321,4.303763676447673,3.2167506040191647,8.937045640367371,1
23,74642.47214666144,2,7.961974676783985,3.7862456085761846,3.351609299579258,18.772382132621118,1
59,81601.3800064433,14,2.110607336850368,4.6962919553827325,4.73816098248744,17.840517538658233,1
26,25980.12896122493,15,6.636901164905756,4.281296352588804,3.9042453042498977,18.290288448191113,0
28,51870.142466074765,17,3.506236560347971,3.247455159238074,4.6710906099777585,38.30238355233064,1
47,35402.612435183706,13,8.676837957975323,3.6856242905749474,4.633388840972039,9.052811270828812,0
29,56445.19357025188,2,9.355451550726768,4.7052331076847835,3.4182964410329686,16.93432955121002,1
57,72972.72669441922,11,9.967584643111499,3.4766721769722335,3.11104826134579,35.03322498821751,1
53,79746.1779851325,8,8.16406662184555,4.299227791919323,3.2297638686543997,16.770511716608517,1
44,82437.06378853697,6,7.783606633852041,3.7552420143599483,4.913323230708992,10.642202841335038,0
35,86210.87649384426,8,2.9395068298079594,3.207745444241866,4.092670766987835,22.63014681769748,1
52,55551.744430888684,12,4.024063530910979,1.9673527816614125,1.4250636191695834,28.056405417070152,1
52,37060.82742533121,17,5.191142875860516,2.7039900778737125,4.1137136271256,16.071590298517027,1
44,57708.19399384062,4,7.960429430040247,4.870971299334863,1.6821521955929035,25.54368390807545,1
32,72665.35004607151,12,9.234692785701718,3.6310615330904,2.7894021960225026,6.233849059254366,0
59,35454.80438158286,3,2.7022519002068615,3.2575815213559585,1.841838688706137,6.789729165814055,1
22,93202.73906896485,1,9.301307362030926,4.731826502112909,3.758332262132919,15.599137197473727,0
23,77957.77077520684,15,7.2606218711865225,3.346047124149795,4.509238944772143,25.90017419991728,0
57,55868.65663137342,8,6.496936576165347,3.104330073669612,2.161447541466724,27.61497980985086,1
37,45782.561391775176,8,2.7985714415374554,4.037243420600821,1.3280429648327505,8.179839525419368,1
22,46617.57837774714,5,1.499725295282355,3.850662475946178,2.193972392299853,27.244207047325794,1
22,61484.12427600311,10,6.116184086571459,1.772640033633731,3.6894474317287775,21.6650704043478,1
48,55411.94794539295,0,6.863641149960031,2.8852330982964847,2.3150405102177998,11.207953055486822,1
43,79010.0551056525,3,2.8970330441921943,2.890061771278341,2.1124486702152137,6.658116479770015,1
57,53140.48343394742,12,6.008105852429107,2.512898060973379,1.7377407623370598,22.298231549043255,1
52,70110.03621222982,12,8.708440624863162,3.0691739286090125,2.990065707497734,32.89563224165446,1
53,59421.5023165026,12,8.51559350909518,2.652429590908577,2.1037953126287503,20.355224307779572,1
21,65393.387147941416,1,9.346196625276674,1.7973819578847325,3.9240413965579326,10.650791505937637,0
39,55398.87128807235,8,4.292972286011924,2.6494659490987242,1.3064896079688109,1.319777129205736,1
22,74154.31082499241,7,3.8624461529582685,1.2891077902927064,3.6561321324452702,35.29490846888609,1
46,74450.80160580153,6,7.744834053827278,3.3031434510976463,1.9502400582710795,30.418506103197622,1
52,69198.58051644289,3,4.880011645873045,4.414618195764447,2.9571170442064125,23.020768487716015,1
26,72150.28654299008,17,1.7879379762500256,3.901148337418221,2.1443596881250424,34.779939672654606,1
52,41112.62444913895,2,3.5452101760344976,2.441576160216445,3.8910747040431826,22.239190997535943,1
24,66464.9152581796,5,4.767240569783402,1.3482848223092327,4.781228161006547,14.689630493823168,1
31,84984.03534975067,11,3.632647829286268,1.808597596901083,4.6683071178792535,25.5513224505021,0
37,69828.09134038995,11,3.9898501385258944,3.1819613619793428,3.3337048605763644,11.702743237322085,0
58,39385.64994396953,7,3.643983155569517,1.8282283335321314,2.8504412130279135,10.043521821468191,1
44,59004.669807018305,0,1.3734925046477149,3.17589244513987,4.273202037757527,27.716071096072685,1
25,67499.55876679417,3,6.7338523074199825,1.9263960990555957,3.7333054505109198,28.55758767564082,1
54,44852.009662033815,10,6.375631783181223,4.395695477904291,1.7342564568677314,7.262617195125907,1
26,32834.57606553295,2,6.880451486308125,2.589085891361839,4.2836768544520005,7.632023175581438,0
42,53678.04263126946,12,2.7307890643026473,1.9822025037779643,2.7155375575788407,15.549503063669885,1
31,45183.35184064595,16,3.6608908745123676,4.249304720988246,1.7559426398847005,12.886951668203373,1
36,59714.21937220063,9,6.5765433425043005,2.371355859221803,2.12718940158597,24.76488763165369,1
53,28171.90705007423,11,6.396648116139293,1.4459507513551277,2.0701081209933694,20.4804983776559,1
29,71294.02125072312,14,5.55697278418841,3.2816379656145664,3.0768278984138404,31.649062576366056,1
26,47307.89929413286,9,4.153719250091777,3.326256817751955,1.937480362711502,23.172577252339835,1
36,79915.04473362712,13,9.216379042972209,3.8587827009429367,1.4942659496063047,13.554231703283222,0
49,54462.02320407244,12,4.057932180689594,1.9608777328335423,1.494763402455043,1.0887113811355427,1
23,59492.219072310254,4,5.100572407935264,2.7750853563689803,3.3331047885563865,21.794559842771772,1
40,56539.302426061644,5,7.103024478587878,2.129471676170625,3.9390371553975143,2.8967188976372285,1
56,46236.80619799455,1,5.887192877800877,1.3238149444627525,2.286132035353363,13.430447630791639,1
39,109445.5892454532,16,4.121973787279471,4.5064553080635665,1.1386028392560683,12.782732219033246,0
46,50082.6764398543,3,4.920803114108589,3.9154792179533646,1.508899547748043,14.915728851165685,1
23,80470.43044931321,13,8.150327360681555,2.205852237835203,4.658778241348228,6.839657400731422,0
39,38127.4210787321,9,3.503162399379512,3.3974919714879452,2.974174638357812,12.747233918900504,1
40,67442.62782186322,2,2.2802971579913387,1.8050551525378897,2.814291238460699,31.459045784518,1
52,69577.44327863671,2,3.818468816467994,4.560946487183084,1.1521967132403637,31.43148487574933,1
27,59516.46045803741,14,8.645807939391112,1.4596253734476412,3.9145480892675963,35.32499775465971,1
53,48579.90560720854,5,1.80090743370712,1.0153485820312036,3.1122723237283156,20.10146525743774,0
59,54733.56194772072,16,9.925264660352067,3.0080327909567286,1.8083237443460831,22.712191288982464,1
38,51934.20996053759,11,5.869026090348963,3.332511293811477,1.4402950407242288,31.606114176936583,1
21,108040.52563670912,19,9.863611695703845,3.3158612811832175,2.533551454527994,5.2933904306288255,0
31,59547.93821110361,10,9.450967798773798,1.2180477097513052,4.348647856780103,28.056285067037013,1
48,70497.77557327901,3,5.075323427898251,2.25617522767373,4.461178236804098,33.02344723395655,1
45,95632.50180850734,5,2.786419671448142,2.9967957873653273,3.4113855215825457,11.110396739623761,0
43,42473.62664051638,0,2.483962989086246,1.8663167425089635,3.9101457089205707,33.826391456036596,1
51,60753.20466335875,19,3.1599042748296178,4.4905035419435855,1.4606231496114814,40.57716080301583,0
50,54616.27736637222,15,7.3911937650808355,1.3484371578457361,3.3525042618714194,27.778466705108286,1
55,58277.23109033272,14,3.4565499525833907,2.9495377666881715,3.667862813948727,25.945043686601235,1
27,56419.76065765029,16,4.072827426438685,3.765664230052608,1.8028513716551688,8.802239508707414,1
36,45362.45828739565,7,5.039009235951533,2.0470044005379298,4.520618931641035,30.69203929040924,1
46,63908.20569993266,11,9.219094123793107,3.4969629479900726,1.779986950084079,9.744093473628869,0
22,38747.34445167797,9,2.704540760963615,4.317540600569498,2.2539094393858017,23.697408026403636,1
21,79777.65474618037,14,1.0452389734882281,1.7613479003801902,3.4822273880938344,24.710951073310248,1
32,72466.19613309207,8,1.5408676934035315,4.668882367299451,3.553400260522923,-12.962530119825296,1
25,50130.743672719684,1,9.142897075121061,3.214234130649432,3.797538963949469,24.05803383535751,1
57,51100.33357252281,4,6.827648183590268,2.1969280172042422,1.4480468522728227,46.21474786478488,1
52,65510.21124696506,5,3.457365573950261,2.723433101529083,4.397857719714221,-0.9185642227047133,0
29,44029.09368787635,6,2.59473250910072,2.248767535145552,3.1313885291330394,19.461080059868653,1
55,96239.60248269743,0,3.648400629734029,3.9004446397332644,2.8852871764202734,0.5288462326538088,1
39,67158.51457383537,6,2.033172345261521,4.185202653660529,4.924390498054038,11.058585611948228,1
36,67865.26302767354,19,9.47379619255997,4.331749569274644,3.961513187764079,0.7022314517969619,0
23,73628.90160714572,11,8.057855569287401,4.943072998342965,1.4720241064774995,21.595423269972176,1
40,48410.73451859859,15,5.161520592212867,4.165137169986734,4.026156668904963,27.936048032595945,1
44,81780.19963569548,15,8.784663446036816,3.4055362827542535,1.380995735891478,24.09738632769092,0
53,62290.66732430928,10,3.2451238386390906,2.356881193567135,1.1098822500519394,10.698175305424279,1
44,79002.90941997664,3,7.4540851162497415,3.1783817948429975,2.6145035810795885,13.906052434040724,1
31,56040.93746863339,12,8.705192491123691,1.1642726911616217,4.974312691276875,22.72272686085639,0
28,86345.56453462371,6,4.210918404609453,3.9793003021196522,1.6995357447794506,11.010760098610795,0
56,68026.8725404958,3,7.817180009056459,2.783822180368407,3.69057737410716,6.712048914843582,0
58,103650.14048354173,14,3.655651143378784,1.0800929189287505,1.6935842648244774,17.60872939898039,0
40,52609.5676635554,18,3.689714217331277,1.2500277660416432,3.8991478998335443,10.552917907275923,0
55,64090.98792181491,8,1.9635146069876745,2.5498658552870266,3.0214146729513045,24.115579172536428,0
45,39368.475062596845,10,4.960522418584588,3.3336860760737403,3.719886840357505,32.98697400316917,1
55,49414.035249075605,7,7.5674071584768,2.8568157958085068,1.8114927036569384,45.97583402705763,1
45,72373.73095695811,0,9.461987250141565,3.4768172691686194,3.982513330082008,23.3806691213965,1
49,82586.48875079001,7,6.434172927361865,2.921177035165423,4.982476238490827,26.45972162819537,1
38,119300.20703441444,12,8.76821983962165,3.646815381925387,3.662602002503839,14.006826567058724,0
38,58067.42186753558,3,8.402451843612043,1.8765042586832035,2.9739199922915107,14.626232257784551,1
22,41335.73184708804,7,2.560087476777528,1.4513727487344856,4.69269595447706,32.84056246540939,1
55,75066.51520754483,2,5.372356860213683,3.38573581850264,1.0634073689275052,17.23672199853222,1
36,37443.45558997388,8,2.0523118197285233,2.93875806774523,3.9196940771432844,20.729473786057824,1
56,71285.54776053473,1,7.1393784540547145,1.1074706161797412,4.554986067255252,32.22975670128335,1
53,49954.88567611753,1,9.549097014214684,2.5219275419721434,1.2466983344838298,17.313728281134104,0
24,64231.89940760787,12,2.2338051227088087,1.424502341963982,2.8002566816630328,35.00420437688149,1
53,81820.92204329335,14,7.604948177222871,3.125427327010781,1.8188778157999956,25.73029336051405,1
34,57785.331418386086,11,6.690143357810749,2.583110718641723,3.2660726623513203,24.55398170978215,1
41,78657.58168657243,3,6.252445333072898,3.4526076444120717,3.598171834414642,13.518108529326561,1
40,77463.17097238297,7,4.511082112195053,4.222408875080953,2.21049273171502,25.09125995050105,0
28,22713.36943381811,8,4.196184829784313,2.1986747353659633,2.8399266787124033,15.709540521337537,1
27,41967.985079288555,4,1.4072427011699906,4.84840841666011,2.117357941106238,24.69408856195705,1
23,28763.862772090568,19,2.9611783742681212,3.142538002350298,2.477564657820455,18.981749342395712,1
37,100034.74205060271,17,1.1365919405814422,3.473163195019152,1.6381598267536943,29.668095709841193,1
53,57892.16149125347,10,6.232753950238185,3.722689492902948,4.542237774342526,19.682288272032448,1
32,95616.58425933286,14,1.9526791229011797,3.666926119430359,1.0400416422365457,40.37857550236697,1
42,27340.95438916033,8,8.857174546267444,3.0438829721802483,4.529636745775154,17.24453021604274,1
42,48544.63150902948,16,5.708287186274487,2.715057164458734,3.286715513398954,14.654252379764898,0
50,76009.96483531945,11,7.297209181528376,1.2151278567095116,2.32663137670807,23.46113786801254,1
58,63585.49208853368,6,4.697713826564469,1.088343381204719,3.892228501841319,30.77871055827473,1
58,70657.19785626917,9,6.045218281009438,2.4318447781310586,3.0310086074506573,30.70098484827274,1
28,34923.83532413486,9,9.483932592699674,2.3346435625347706,2.996434632430426,21.667814444024973,1
47,87536.0698575786,12,1.744606356613037,2.550780619356027,1.4405691316758658,23.390891608047852,1
47,75540.32191514577,18,3.2854399473132654,1.55347280355276,2.5580641037816347,23.405380573724234,1
54,68032.51010982947,10,8.019894942194899,3.9526730821473746,1.9642573834269466,9.221271863718748,0
41,46287.79437836385,12,1.8886348619439928,4.427857659104956,1.0627836223851186,30.240734417660967,1
50,66476.00255211891,7,1.6809499351369976,4.75485854149614,2.440398523128453,7.421435678793326,0
53,54170.2004201302,7,4.253872588786347,2.9694492140785034,1.359288517702419,9.24001324215208,1
48,26990.175799244767,3,1.829511626251891,3.8034627965017145,2.027320150900741,20.55027084521465,0
53,58991.54296557025,14,6.265705979855828,4.4222044937434895,1.3700664847323778,16.801402658544585,1
25,56865.392035549485,10,3.0364772573493983,2.6731644443739437,1.4037665022255954,27.961573993754495,1
39,81248.0301975024,10,9.06128166879435,2.2376511794817775,1.7960451776607531,24.473526726701806,1
24,15311.471153715946,0,8.05150072760731,4.746898223413961,4.999396977945601,21.382013870706924,0
55,64703.99657709402,16,7.297346854895285,3.0627062043082924,1.008736571428995,8.744660040279497,0
37,36888.63903788565,14,6.552496246460517,2.989015546363512,3.554690544481621,20.26560104863402,1
48,66384.46684391094,19,8.771191573073171,1.713664386253983,1.5649747921062294,19.474885308785836,1
50,67485.60111154612,5,3.0075585538848117,1.432620058293427,4.682512546843103,22.2218673690217,1
49,58263.10445739616,14,8.857979584878048,4.368427449934046,1.374531573334517,15.69961994572362,1
26,76145.86249622169,8,8.105430685816472,3.4565327047500722,4.820252748504946,25.22817537993543,1
55,35084.67881800602,13,7.73344743748917,2.3032983360777948,3.4437055499339118,16.53438962293133,0
57,82154.409005634,17,6.051301102674317,1.766944869561066,1.005072307661961,24.291134651291124,1
44,45838.422676117174,16,3.216197448735401,3.2219891206785256,4.576028791667224,27.96047574085751,1
49,28882.02699020209,17,4.8119312439270665,3.3356771570445414,3.086847205467673,14.65404501347626,1
51,54552.08059000382,4,8.142135890849215,1.8279744049802327,2.050678941321938,12.278415298185148,0
